,t,x,vx,y,vy,theta,alpha
174,44.129285080597,44.129285080597,5.161944901127047,-358.3842970401091,-84.99168228700091,0.06494758679775954,0.0
175,44.38740831472605,44.38740831472605,5.1629844675498955,-362.64613789144113,-85.48195182431228,0.06496715346252363,0.0
176,44.64558352770051,44.64558352770051,5.164024054884074,-366.9324922283106,-85.97222170784065,0.06498667148675898,0.0
177,44.90381072055714,44.90381072055714,5.16506366277923,-371.24336006793015,-86.46249193366899,0.06500614144671284,0.0
178,45.1620898943154,45.1620898943154,5.166103290892833,-375.5787414273183,-86.95276249794627,0.06502556390890374,0.0
179,45.42042104997781,45.42042104997781,5.167142938889955,-379.93863632330243,-87.44303339688595,0.0650449394303385,0.0
180,45.67880418853033,45.67880418853033,5.168182606443064,-384.32304477252245,-87.9333046267646,0.06506426855872323,0.0
181,45.93723931094271,45.93723931094271,5.169222293231815,-388.7319667914335,-88.42357618392045,0.06508355183266866,0.0
182,46.195726418168874,46.195726418168874,5.170261998942861,-393.16540239630905,-88.9138480647521,0.06510278978188969,0.0
183,46.45426551114725,46.45426551114725,5.171301723269655,-397.6233516032442,-89.4041202657172,0.0651219829273996,0.0
184,46.712856590801096,46.712856590801096,5.1723414659122735,-402.1058144281582,-89.89439278333107,0.06514113178169902,0.0
185,46.971499658038844,46.971499658038844,5.173381226577232,-406.6127908867976,-90.38466561416561,0.0651602368489597,0.0
186,47.2301947137544,47.2301947137544,5.174421004977316,-411.14428099473884,-90.87493875484796,0.06517929862520354,0.0
187,47.48894175882747,47.48894175882747,5.175460800831416,-415.70028476739117,-91.36521220205937,0.06519831759847663,0.0
188,47.74774079412386,47.74774079412386,5.17650061386436,-420.28080221999915,-91.85548595253404,0.06521729424901888,0.0
189,48.006591820495736,48.006591820495736,5.177540443806765,-424.8858333676454,-92.34576000305802,0.06523622904942902,0.0
190,48.26549483878196,48.26549483878196,5.178580290394879,-429.515378225253,-92.83603435046811,0.0652551224648254,0.0
191,48.52444984980834,48.52444984980834,5.179620153370436,-434.16943680758834,-93.32630899165078,0.0652739749530025,0.0
192,48.78345685438791,48.78345685438791,5.180660032480516,-438.8480091292632,-93.81658392354116,0.06529278696458339,0.0
193,49.04251585332117,49.04251585332117,5.181699927477403,-443.5510952047373,-94.30685914312203,0.06531155894316835,0.0
194,49.30162684739638,49.30162684739638,5.182739838118459,-448.2786950483207,-94.79713464742282,0.06533029132547952,0.0
195,49.560789837389784,49.560789837389784,5.183779764165985,-453.0308086741761,-95.28741043351869,0.06534898454150194,0.0
196,49.82000482406587,49.82000482406587,5.184819705387103,-457.8074360963211,-95.77768649852955,0.06536763901462103,0.0
197,50.07927180817758,50.07927180817758,5.185859661553629,-462.60857732863036,-96.26796283961919,0.06538625516175653,0.0
198,50.33859079046659,50.33859079046659,5.186899632441961,-467.4342323848378,-96.75823945399439,0.06540483339349303,0.0
199,50.597961771663485,50.597961771663485,5.187939617832957,-472.2844012785387,-97.24851633890404,0.06542337411420737,0.0
200,50.85738475248802,50.85738475248802,5.188979617511831,-477.15908402319195,-97.73879349163832,0.06544187772219273,0.0
201,51.11685973364929,51.11685973364929,5.19001963126804,-482.0582806321218,-98.22907090952785,0.0654603446097797,0.0
202,51.376386715846,51.376386715846,5.191059658895183,-486.98199111852017,-98.71934858994292,0.06547877516345434,0.0
203,51.63596569976662,51.63596569976662,5.192099700190898,-491.93021549544835,-99.20962653029271,0.06549716976397335,0.0
204,51.8955966860896,51.8955966860896,5.193139754956763,-496.90295377583914,-99.69990472802448,0.06551552878647644,0.0
205,52.155279675483555,52.155279675483555,5.194179822998201,-501.90020597249855,-100.19018318062288,0.06553385260059592,0.0
206,52.41501466860749,52.41501466860749,5.1952199041243885,-506.92197209810786,-100.68046188560923,0.06555214157056369,0.0
207,52.67480166611095,52.67480166611095,5.196259998148161,-511.96825216522524,-101.17074084054076,0.06557039605531559,0.0
208,52.93464066863421,52.93464066863421,5.197300104885931,-517.0390461862876,-101.66102004300996,0.0655886164085933,0.0
209,53.194531676808445,53.194531676808445,5.198340224157599,-522.1343541736123,-102.15129949064388,0.0656068029790438,0.0
210,53.454474691255925,53.454474691255925,5.199380355786472,-527.2541761393991,-102.64157918110351,0.06562495611031642,0.0
211,53.71446971259016,53.71446971259016,5.200420499599184,-532.3985120957313,-103.1318591120831,0.06564307614115766,0.0
212,53.974516741416075,53.974516741416075,5.201460655425615,-537.5673620545782,-103.62213928130957,0.06566116340550374,0.0
213,54.234615778330166,54.234615778330166,5.20250082309882,-542.7607260277957,-104.11241968654184,0.06567921823257095,0.0
214,54.49476682392067,54.49476682392067,5.20354100245495,-547.978604027129,-104.60270032557028,0.06569724094694396,0.0
215,54.754969878767696,54.754969878767696,5.204581193333186,-553.2209960642131,-105.09298119621612,0.06571523186866207,0.0
216,55.01522494344339,55.01522494344339,5.205621395575662,-558.4879021505751,-105.58326229633086,0.06573319131330341,0.0
217,55.27553201851208,55.27553201851208,5.206661609027403,-563.7793222976353,-106.07354362379571,0.06575111959206724,0.0
218,55.535891104530414,55.535891104530414,5.207701833536259,-569.0952565167089,-106.5638251765211,0.06576901701185438,0.0
219,55.7963022020475,55.7963022020475,5.208742068952837,-574.4357048190074,-107.05410695244606,0.06578688387534579,0.0
220,56.05676531160505,56.05676531160505,5.209782315130441,-579.8006672156396,-107.54438894953776,0.06580472048107933,0.0
221,56.317280433737494,56.317280433737494,5.2108225719250125,-585.1901437176138,-108.034671165791,0.06582252712352486,0.0
222,56.57784756897214,56.57784756897214,5.211862839195067,-590.6041343358384,-108.52495359922767,0.06584030409315762,0.0
223,56.83846671782928,56.83846671782928,5.212903116801643,-596.0426390811236,-109.01523624789631,0.06585805167652992,0.0
224,57.099137880822305,57.099137880822305,5.213943404608239,-601.505657964183,-109.50551910987161,0.06587577015634127,0.0
225,57.35986105845787,57.35986105845787,5.214983702480765,-606.9931909956342,-109.99580218325396,0.06589345981150702,0.0
226,57.62063625123595,57.62063625123595,5.216024010287486,-612.5052381860006,-110.48608546616897,0.06591112091722533,0.0
227,57.88146345965003,57.88146345965003,5.217064327898973,-618.0417995457125,-110.97636895676706,0.06592875374504278,0.0
228,58.14234268418714,58.14234268418714,5.218104655188047,-623.6028750851083,-111.466652653223,0.06594635856291858,0.0
229,58.403273925328044,58.403273925328044,5.219144992029738,-629.1884648144357,-111.95693655373546,0.06596393563528721,0.0
230,58.66425718354728,58.66425718354728,5.220185338301232,-634.7985687438531,-112.4472206565267,0.06598148522311988,0.0
231,58.92529245931331,58.92529245931331,5.221225693881825,-640.4331868834305,-112.93750495984202,0.06599900758398453,0.0
